CODICESCUOLA,ORDINESCUOLA,AREAGEOGRAFICA,DENOMINAZIONEISTITUTORIFERIMENTO,PROVINCIA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,LONG_X_4326,LAT_Y_4326,Total
MIMM8BW01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ROSANNA GALBUSERA,MILANO,SECONDARIA I GR. SAN FELICE,STRADA ANULARE,9.3071439,45.4742163,222
MIMM8BX019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ALBERT SCHWEITZER,MILANO,SECONDARIA I GR. G. LEOPARDI,VIA SAN ROCCO N. 4,9.2882302,45.4920062,475
MIMM8C1014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. BORSI,MILANO,SECOND. I GR. BORSI,VIA M. VISCONTINI 7,9.112266,45.494064,387
MIMM8C301Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC RICCARDO MASSA,MILANO,SECONDARIA I GR. QUARENGHI,VIA QUARENGHI 14,9.119106,45.494946,474
MIMM8C401G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC L.CADORNA,MILANO,SECONDARIA I GR. M. RICCI,VIA LOVERE 4,9.138645,45.484614,256
MIMM8C501B,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC S.GIUSEPPE CALASANZIO,MILANO,SECONDARIA I GR. G. NEGRI,PIAZZA AXUM 5,9.1231155,45.475335,328
MIMM8C6017,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ALDA MERINI,MILANO,SECONDARIA I GR. VIA GALLARATE,VIA GALLARATE 15,9.140778,45.493929,489
MIMM8C7013,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. LUCIANO MANARA,MILANO,SECOND. I GR. B. MARCELLO,VIA BENJAMIN CONSTANT 19,9.113931,45.472203,449
MIMM8C801V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DANTE ALIGHIERI,MILANO,SECONDARIA I GRADO FALCK,VIA G.E. FALCK 110,9.2407064,45.5375645,166
MIMM8CA014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DI INZAGO,MILANO,SECOND. I GR. J. E R.KENNEDY,VIA LEOPARDI,9.4718744,45.5435866,329
MIMM8CA025,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DI INZAGO,MILANO,SECOND. I GR. A. EINSTEIN,VIA PAPA GIOVANNI XXIII,9.4472672,45.5417211,124
MIMM8CB01X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC JACOPO BAROZZI,MILANO,SECOND. I GR. CONFALONIERI,VIA VITTADINI 10,9.193968,45.449343,502
MIMM8CC01Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC QUINTINO DI VONA,MILANO,SECOND. I GR. A. MANZONI,VIA LEONARDO DA VINCI 2,9.515008,45.5245238,484
MIMM8CD01G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC P. THOUAR E L. GONZAGA,MILANO,SECONDARIA I GR. O.TABACCHI,VIA TABACCHI 15 /A,9.182034,45.447741,327
MIMM8CE01B,SCUOLA SECONDARIA I GRADO,NORD OVEST,"IC ""G. PASCOLI""",MILANO,SECONDARIA I GR. A. MAURI,VIA ANGELO MAURI 10,9.16092,45.465561,438
MIMM8CF017,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC C. CANTU',MILANO,SECONDARIA I GRADO U.SABA,VIA DEL VOLGA 3,9.1723725,45.525519,319
MIMM8CG013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA SCIALOIA,MILANO,SECONDARIA I GR. BUONARROTI,VIA SCIALOIA 21,9.179604,45.508698,260
MIMM8CH01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CONFALONIERI,MILANO,SECONDARIA I GR. L. PAVONI,VIA CRESPI 40,9.183923843,45.48732012,298
MIMM8CJ01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC M. GANDHI,MILANO,SECONDARIA I GR. ILARIA ALPI,VIA COMMENDATOR BRAMBATI,9.4894317,45.5827518,244
MIMM8CK018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC BASIANO,MILANO,SECONDARIA I GR. M.L. KING,VIA MONTE GRAPPA 16,9.4606384,45.5689533,220
MIMM8CR017,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC SORELLE AGAZZI,MILANO,SECONDARIA I GR. GANDHI,P.ZZA GASPARRI 6 - VIA GABBRO 6/A,9.159282,45.514593,225
MIMM8CS013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON ORIONE,MILANO,SECONDARIA I GR. L. DA VINCI,VIA SAND 32,9.1734885,45.518985,351
MIMM8CT01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VITTORIO LOCCHI,MILANO,SECONDARIA I GR. G. CASSINIS,VIA HERMADA 18,9.1874925,45.514287,342
MIMM8CV018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PAOLO E LARISSA PINI,MILANO,SECOND. I GR. TREVISANI SCAETTA,VIA CESALPINO 40,9.231525,45.507447,302
MIMM8CW014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC Q.DI VONA-TITO SPERI,MILANO,SECOND. I GR. QUINTINO DI VONA,VIA ANTONIO SACCHINI 34,9.220266,45.486801,786
MIMM8CY01Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. CAPPONI,MILANO,SECONDARIA I GR. A. GRAMSCI,VIA TOSI MALAGA 21,9.157630908,45.44684632,394
MIMM8CZ01G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC NARCISI,MILANO,SECONDARIA I GR. VIA ANEMONI,VIA ANEMONI 10,9.129555,45.454599,195
MIMM8D001V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC IQBAL MASIH,MILANO,SECOND. I GR. IQBAL MASIH,VIA BIANCA MILESI 4,9.1031085,45.460314,427
MIMM8D101P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC RINNOVATA PIZZIGONI,MILANO,SECONDARIA I GR. PUECHER,VIA CASTELLINO DA CASTELLO 9,9.1581705,45.496179,415
MIMM8D201E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA CONSOLE MARCELLO,MILANO,SECONDARIA I GR. COLOMBO,VIA DE ROSSI 2,9.146943,45.498546,345
MIMM8D301A,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. A. SCARPA,MILANO,SECOND. I GR. CAIROLI,VIA PASCAL 35,9.234819,45.478647,450
MIMM8D4016,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA MANIAGO,MILANO,SECONDARIA I GR. D. BUZZATI,VIA MANIAGO30,9.239814,45.489357,371
MIMM8D5012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA VIQUARTERIO,MILANO,"SECOND. I GR. ""GINO STRADA""",VIA VIQUARTERIO,9.2003039,45.3538059,201
MIMM8D702P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC S. ALLENDE,MILANO,SECONDARIA I GR. S. ALLENDE,LARGO GINO STRADA 5,9.1638046,45.5725287,428
MIMM8D801D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PADERNO DUGNANO VIA MANZONI,MILANO,SECOND. I GR. DON MINZONI,PIAZZA HIROSHIMA 4,9.155298,45.581381,243
MIMM8D9019,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. BONVESIN DE LA RIVA,MILANO,SECONDARIA I GR. B. DE LA RIVA,VIA BONVESIN DE LA RIVA 1,9.2119712,45.4628157,522
MIMM8DA01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC LEONE TOLSTOJ,MILANO,SECONDARIA I GR. VIA ZUARA,VIA ZUARA 7,9.1499715,45.456867,378
MIMM8DB01E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON MILANI,MILANO,SECONDARIA I GR. G. RODARI,VIA PRAMPOLINI 10,9.1261862,45.5305687,214
MIMM8DD016,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. FRANCESCO CAPPELLI,MILANO,SECOND. I GR. CASA DEL SOLE,VIA GIACOSA 46,9.221643249,45.49484067,340
MIMM8DE012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IST. OMNICOMPRENSIVO MUSICALE,MILANO,"SECONDARIA I GR. G.VERDI""",VIA CORRIDONI 34/36,9.203841,45.463536,204
MIMM8DF01T,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC SANDRO PERTINI,MILANO,SEC. I GR. VIA ASTURIE-VIA MANN,VIA THOMAS MANN 8,9.208602,45.523962,471
MIMM8DG01N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ARBE ZARA,MILANO,SECOND. IGR. FALCONE BORSELLINO,VIALE SARCA 24,9.204111,45.506979,184
MIMM8DK01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VILLA CORTESE,MILANO,SECONDARIA I GR. A. FRANK,VIA ROSSETTI MARTORELLI 1,8.8624521,45.5659846,173
MIMM8DK02X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VILLA CORTESE,MILANO,SECON. I GR. GIOVANNI XXIII,VIA OLCELLA 24,8.883446,45.5654841,223
MIMM8DL01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. TARRA,MILANO,SECONDARIA I GR. CACCIA,VIA CORREGGIO 80,8.8838257,45.5468423,334
MIMM8DQ01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. LOCATELLI-QUASIMODO,MILANO,SECONDARIA I GR. QUASIMODO,VIA DELLA GIUSTIZIA 6,9.207234,45.498717,431
MIMM8DR019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PASQUALE SOTTOCORNO,MILANO,SECOND. I GR.,VIA MEDICI DEL VASCELLO 42,9.241542,45.439416,417
MIMM8DS01E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PRIMO LEVI,MILANO,SECOND. I GR. PRIMO LEVI,VIA PISTOIA 30,9.089424,45.462501,394
MIMM8DU016,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC R. PEZZANI,MILANO,SECOND. I GR. VIA MARTINENGO,VIA MARTINENGO 34/6,9.228661628,45.44385812,399
MIMM8DV012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC FRANCESCHI,MILANO,SECOND. I GR. R. FRANCESCHI,VIA CAGLIERO 20,9.201222,45.496575,425
MIMM8DW01T,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA DE ANDREIS,MILANO,SECONDARIA I GR. ASCOLI,VIA DE ANDREIS 10,9.23535,45.46152,611
MIMM8DY01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC S.AMBROGIO,MILANO,SECOND. I GR. S.AMBROGIO,VIA DE NICOLA 40,9.1591965,45.430146,191
MIMM8DZ019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC. ILARIA ALPI,MILANO,SECONDAR. I GR. V. SALERNO,VIA SALERNO 1,9.148491,45.437778,510
MIMM8E3011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G.UNGARETTI,MILANO,SECONDARIA I GR. GAVAZZI,VIALE GAVAZZI 54,9.4231141,45.504816,288
MIMM8E401R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MARGHERITA HACK,MILANO,SECOND. I GR. P. UNITA D'ITALIA,P.ZZA UNITA' D'ITALIA 4,9.3335559,45.5246867,687
MIMM8E501L,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. RITA LEVI MONTALCINI,MILANO,SECOND. I GR. A. MORO,VIA DON LORENZO MILANI 4,9.3236653,45.5162766,401
MIMM8E601C,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. MOLINO VECCHIO,MILANO,SECOND. I GR. MOLINO VECCHIO,VIA UMBRIA,9.4138234,45.531587,260
MIMM8E7018,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. TIZIANO TERZANI,MILANO,SECOND. I GR. CORRENTI,VIA LEGNANO92,8.9166269,45.3990613,286
MIMM8E8014,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. ALDO MORO,MILANO,SECOND. I GR. VIVALDI,VIA VIVALDI 8,8.9258564,45.400152,111
MIMM8E8025,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. ALDO MORO,MILANO,SECON. I GR. G. CARDUCCI,VIA PAVESE 3,8.9251208,45.3662597,42
MIMM8E901X,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA PALESTRO,MILANO,SECO. I GR. G.CARDUCCI,VIA PALESTRO 41,8.914867,45.3937203,527
MIMM8EA019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GIOSUE' CARDUCCI,MILANO,SECOND. I GR. R.LEVI MONTALCINI,VIA PARMA 62,8.8993139,45.5840338,204
MIMM8EB015,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC EUROPA UNITA,MILANO,SECON. I GR. L. DA VINCI,VIA VARZI 13/3,9.0638682,45.5550082,319
MIMM8EC011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON GNOCCHI,MILANO,SECOND. I GR. S. PELLICO,VIA COL DI LANA 13,9.0800063,45.5516294,354
MIMM8ED01R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. ROSMINI,MILANO,SECON. I GR. L. DA VINCI,VIA FRATELLANZA 13,9.1193811,45.5424958,284
MIMM8EE01L,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. MONTESSORI,MILANO,SECOND. I GR. MONTALE,VIA VERDI 23,9.1108332,45.5474855,397
MIMM8EF01C,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PADRE PINO PUGLISI,MILANO,SECOND. I GR. LAURA CONTI,VIA TIZIANO 9,9.1208973,45.4258238,460
MIMM8EG018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC RITA LEVI MONTALCINI,MILANO,SECONDARIA I GR. VIA EMILIA,VIA EMILIA 53/55,9.1064624,45.4174166,303
MIMM8EH014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ALESSANDRO VOLTA,MILANO,SECONDARIA I GR. VIA VOLTA,VIA VOLTA 13,9.2863182,45.5263034,451
MIMM8EJ019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIALE LOMBARDIA,MILANO,SECONDARIA I GR. VIA TOTI,VIA TOTI 15,9.2685047,45.5488655,242
MIMM8EK015,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. KAROL WOJTYLA,MILANO,SECOND. I GR. E. MORANTE,VIA PROF.SSA MAFALDA 127,9.0668526,45.578983,469
MIMM8EL011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC FUTURA,MILANO,SECONDARIA I GR. G. GALILEI,VIA VILLORESI 43,9.0743826,45.5709313,260
MIMM8EM01R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. CAVALCANTI,MILANO,SECOND. I GR. VIA BEZZECCA,VIA BEZZECCA 27,9.2491425,45.3928503,269
MIMM8EN01L,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC XXV APRILE,MILANO,SECOND. I GR. G RODARI,VIA BECCARIA 15,9.173952,45.5384629,190
MIMM8EP018,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. LEONARDO DA VINCI,MILANO,SECONDARIA I GR. S. ALLENDE,VIALE RISORGIMENTO 45,9.1363506,45.5776044,189
MIMM8EQ014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GOBETTI,MILANO,SECONDARIA I GR. GOBETTI,VIA TINTORETTO 9,9.0538163,45.4277599,294
MIMM8ER01X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MARCO POLO,MILANO,SECOND. I GR. GIOVANNI XXIII,VIA MONZA 18,9.12325,45.57543,362
MIMM8ES015,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC E. ALESSANDRINI,MILANO,SECOND. I GR. E. ALESSANDRINI,VIA BRAMANTE 5,9.099041,45.4444934,335
MIMM8ET011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC LEONARDO DA VINCI,MILANO,SECONDARIA I GR. L. DA VINCI,VIA VESPUCCI 9,9.0885749,45.4437487,248
MIMM8EU01R,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C.BREDA,MILANO,SECONDARIA I GR. BREDA,VIA LEONARDO DA VINCI 100,9.2279772,45.5421516,504
MIMM8F0014,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA GATTAMELATA,MILANO,SECONDARIA I GR. COLORNI,VIA P. UCCELLO 1/A,9.1470465,45.480807,413
MIMM8F101X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC F. S. CABRINI,MILANO,SECON. I GR. E.DE MARCHI JUNIOR,VIA CRIMEA 22,9.1302075,45.461043,724
MIMM8F201Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA LINNEO,MILANO,SECONDARIA I GR. MAMELI,VIA C. LINNEO 2,9.1636695,45.477927,803
MIMM8F301G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DE MARCHI,MILANO,SECONDARIA I GR. GRAMSCI,VIA UGO LA MALFA 7,9.1547381,45.5706514,409
MIMM8FA01X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA LIBERTA',MILANO,SECOND. I GR. DE GASPERI,VIA AGADIR 7,9.2694814,45.4231732,528
MIMM8FB01Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. MARGHERITA HACK,MILANO,SECONDARIA I GR. G. GALILEI,VIA CROCE ROSSA 4,9.2716011,45.4121786,404
MIMM8FC01G,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. BAROZZI BELTRAMI,MILANO,SECOND. I GR. VIA DEI GAROFANI,VIA DEI GAROFANI,9.1584137,45.3851206,175
MIMM8FD01B,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MATTEI - DI VITTORIO,MILANO,SEC. I GRADO MATTEI DI VITTORIO,VIA BIZET 1,9.3318968,45.5081451,572
MIMM8FE017,SCUOLA SECONDARIA I GRADO,NORD OVEST,ISTITUTO COMPRENSIVO DI BINASCO,MILANO,SECONDARIA I GR. FERMI,VIA VIRGILIO 2,9.0988904,45.3347829,283
MIMM8FE028,SCUOLA SECONDARIA I GRADO,NORD OVEST,ISTITUTO COMPRENSIVO DI BINASCO,MILANO,SECOND. I GR. VERNATE MONCUCCO,VIA WALTER TOBAGI 1/A,9.1466739,45.4398493,78
MIMM8FF013,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. TOMMASO GROSSI,MILANO,SECOND. I GR. VIA T. GROSSI,VIA T. GROSSI 35,9.0681386,45.5357895,215
MIMM8FG01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIALE LEGNANO,MILANO,SECONDARIA I GR. RAPIZZI,VIALE LEGNANO 6,8.9401617,45.5593899,459
MIMM8FH01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA IV NOVEMBRE,MILANO,SECOND. I GR. RANCILIO,VIA PASCOLI 26,8.9479218,45.5430541,358
MIMM8FJ01X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC TEODORO CROCI,MILANO,SECOND. I GRADO CROCI,VIA CHOPIN 9,9.1895969,45.5725744,198
MIMM8FK01Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA L. DA VINCI,MILANO,SECONDARIA I GR. MURATORI,VIA L. DA VINCI 34,9.0239284,45.5015276,316
MIMM8FL01G,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA IV NOVEMBRE,MILANO,SECONDARIA I GR. CURIEL,VIA FRATELLI IMBRIANI,9.0289587,45.5007044,332
MIMM8FM01B,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIALE LIGURIA,MILANO,SECONDARIA I GR. LUINI,VIALE LIGURIA,9.152096,45.3796952,558
MIMM8FN017,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. ANNA FRANK,MILANO,SECONDARIA I GR. A. MANZONI,VIA POME' 21,9.0433125,45.5307869,227
MIMM8FP01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. ERMANNO OLMI,MILANO,SECONDARIA I GR. VIA MAFFUCCI,VIA MAFFUCCI 60,9.1709145,45.502029,488
MIMM8FQ01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CARLO FONTANA,MILANO,SECONDARIA I GR. F. BARACCA,VIA FRATELLI CAPROTTI 4,8.8859191,45.4623025,332
MIMM8FQ02Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CARLO FONTANA,MILANO,SECONDAR. I GR. DON MILANI,VIA PAPA GIOVANNI XXIII 21,8.8820345,45.4392658,179
MIMM8FR01E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA PAPA GIOVANNI PAOLO II,MILANO,SECOND. I GR. IV GIUGNO 1859,VIA BOCCACCIO 24,8.882566,45.4741487,265
MIMM8FS01Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA DELLA COMMENDA,MILANO,SECONDARIA I GR. MAJNO,VIA DELLA COMMENDA 22 A,9.1991295,45.456021,680
MIMM8FT01G,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. P.ZZA L. DA VINCI,MILANO,SECONDARIA I GR. TIEPOLO,PIAZZA ASCOLI 2,9.217485,45.472887,640
MIMM8FU01B,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. GUIDO GALLI,MILANO,SECONDARIA I GR. COVA,VIA G. COVA 5,9.236525146,45.46893964,166
MIMM8FV017,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C DI VIA PALMIERI,MILANO,SECONDARIA I GR. S. PERTINI,VIA BOIFAVA 52,9.1737225,45.426573,369
MIMM8FW013,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA ARCADIA,MILANO,SECONDARIA I GR. ARCADIA,VIA DELL'ARCADIA 24,9.171666,45.41805,442
MIMM8FX01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA MOISE' LORIA,MILANO,SECONDARIA I GR. CARLO PORTA,VIA MOISE' LORIA 37,9.158418,45.457848,648
MIMM8FY01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,"I.C . ""NAZARIO SAURO""",MILANO,SECONDARIA I GR. RINASCITA-LIVI,VIA CARRIERA ROSALBA 12/14,9.1434555,45.447147,297
MIMM8FZ01E,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. UMBERTO ECO,MILANO,SECONDARIA I GR. MONTEVERDI,VIA V. COLONNA 42,9.149982037,45.46829979,616
MIMM8GD012,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. EZIO FRANCESCHINI,MILANO,SECOND. I GR. VIA TERRAZZANO,VIA TERRAZZANO 20 - VIA TEVERE 11,9.0489056,45.5208242,296
MIMM8GE01T,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. VIA DON STURZO,MILANO,SECONDARIA I GR. MANZONI,VIA PATELLANI43,9.1969458,45.5367425,273
MIMM8GF01N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA BOLOGNA,MILANO,SECONDARIA I GR. BENZI,VIA ISIMBARDI15,9.1896354,45.5375717,381
MIMM8GG01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. MONTE AMIATA,MILANO,SECONDARIA I GR. CURIEL,VIA LAMBRO 92,9.1656752,45.39249,337
MIMM8GH019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G.B. PERASSO,MILANO,SECONDARIA I GR. VIA BOTTEGO,VIA BOTTEGO 4,9.243826025,45.50362222,574
MIPC00101P,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. CASIRAGHI,MILANO,L. CLASSICO - G.CASIRAGHI,VIA GORKI 106,9.2168492,45.5377973,165
MIPC01000C,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. CLASSICO - A. MANZONI,MILANO,L. CLASSICO - A. MANZONI,VIA ORAZIO 3,9.1777365,45.459819,934
MIPC03000N,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. CLASSICO - G. CARDUCCI,MILANO,L. CLASSICO - G. CARDUCCI,VIA BEROLDO9(ORDIN.)-VIA DEMOSTENE40(SUCCURSALE),9.2143485,45.487926,1250
MIPC039015,SCUOLA SECONDARIA II GRADO,NORD OVEST,B. RUSSELL,MILANO,L. CLASSICO - B. RUSSELL (EX OMERO),VIA F. GATTI 16,9.1906965,45.505962,53
MIPC040008,SCUOLA SECONDARIA II GRADO,NORD OVEST,L.CLASSICO - C. BECCARIA,MILANO,L.CLASSICO - C. BECCARIA,VIA C. LINNEO 5,9.1641555,45.478332,1052
MIPC05000V,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. CLASSICO - G. BERCHET,MILANO,L. CLASSICO - G. BERCHET,VIA DELLA COMMENDA 26,9.1992195,45.455661,799
MIPC110009,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - E. SETTI CARRARO DALLA CHIESA,MILANO,LICEO - E. SETTI CARRARO DALLA CHIESA,VIA PASSIONE 12,9.20214,45.464985,447
MIPC13000E,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO CLASSICO - C. REBORA,MILANO,LICEO CLASSICO - C. REBORA,VIA P.GIOVANNI XXIII- P.DELLA FRANCESCA - B.D'ESTE,9.3316076,45.4740486,1025
MIPC140005,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - S. QUASIMODO,MILANO,LICEO - S. QUASIMODO,VIA: VOLTA COLOMBO CAPROTTI CADORNA,8.8249247,45.4550351,1060
MIPC170001,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. CLASSICO - G PARINI,MILANO,L. CLASSICO - G PARINI,VIA GOITO 4,9.188802,45.474273,962
MIPC20000G,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - TITO LIVIO,MILANO,LICEO - TITO LIVIO,VIA CIRCO 4(ORDINARIA)-VIA GOZZADINI(SUCCURSALE),9.1807425,45.461637,868
MIPM00301E,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. BACHELET,MILANO,L. SCIENZE UMANE - V. BACHELET,VIA STIGNANI 63/65,8.9051792,45.3914712,258
MIPM03000T,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - G. AGNESI,MILANO,LICEO - G. AGNESI,VIA TABACCHI 17/19(ORDINARIA)-VIA BAZZI 18(SUCCUR),9.1824255,45.447786,1297
MIPM050003,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - VIRGILIO,MILANO,LICEO - VIRGILIO,PIAZZA ASCOLI 2(ORDINARIA)-VIA PISACANE 11(SUCCUR),9.217485,45.472887,1746
MIPM070008,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - ERASMO DA ROTTERDAM,MILANO,LICEO - ERASMO DA ROTTERDAM,VIALE ITALIA 409(ORDINARIA)-VIA LIVORNO 41(SUCCUR),9.2429642,45.5349755,731
MIPM11000D,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO - C. TENCA,MILANO,LICEO - C. TENCA,BASTIONI PORTA VOLTA 16,9.1814175,45.479277,1302
MIPS00101T,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. CASIRAGHI,MILANO,LICEO - G. CASIRAGHI,VIA GORKI 106,9.2168492,45.5377973,1021
MIPS00301D,SCUOLA SECONDARIA II GRADO,NORD OVEST,V. BACHELET,MILANO,LICEO - V. BACHELET,VIA STIGNANI 63/65,8.9051792,45.3914712,719
MIPS01000G,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. SCIENTIFICO - A. EINSTEIN,MILANO,L. SCIENTIFICO - A. EINSTEIN,VIA EINSTEIN 3,9.216162,45.45018,1237
